Devices,,,,,,,,,,
2000,,,,,,,,,,
,,AMTI-AP - Force,,,AMTI-AP - Moment,,,AMTI-AP - CoP,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
2941,6,10.3863,-75.8963,635.944,62833.6,-89913.6,-15887.4,141.386,98.8037,0.0000213487
2941,7,9.31128,-76.4124,639.801,64014.8,-90163.6,-15293.1,140.924,100.054,0.000021279
2942,0,8.23622,-76.9285,643.659,65195.9,-90413.7,-14698.8,140.468,101.29,0.0000212101
2942,1,7.87068,-76.8536,645.394,65037.9,-90648.7,-14621,140.455,100.772,0.0000212081
2942,2,7.50514,-76.7788,647.129,64879.9,-90883.6,-14543.2,140.441,100.258,0.000021206
2942,3,5.82909,-76.5229,646.145,65796.8,-91383.3,-14923.3,141.429,101.83,0.0000213551
2942,4,4.15303,-76.267,645.16,66713.8,-91883,-15303.4,142.419,103.406,0.0000215047
2942,5,3.70703,-76.5994,643.209,64359.7,-92626,-15577.4,144.006,100.06,0.0000217443
2942,6,3.26102,-76.9317,641.257,62005.6,-93369,-15851.4,145.603,96.6938,0.0000219855
2942,7,4.41203,-77.0306,648.628,63234.9,-93558.8,-15467.1,144.241,97.4902,0.0000217798
2943,0,5.56305,-77.1295,655.999,64464.2,-93748.5,-15082.9,142.909,98.2687,0.0000215787
2943,1,5.303,-76.7691,655.178,63831.7,-94303.5,-15588.6,143.936,97.4265,0.0000217337
2943,2,5.04296,-76.4087,654.356,63199.2,-94858.6,-16094.3,144.965,96.5822,0.0000218891
2943,3,5.59913,-76.1683,649.252,61207.3,-95255.2,-16700,146.715,94.2735,0.0000221534
2943,4,6.15529,-75.928,644.148,59215.4,-95651.9,-17305.7,148.494,91.9282,0.0000224219
2943,5,6.5143,-75.6746,648.203,61947.8,-96459,-17008.1,148.81,95.5685,0.0000224697
2943,6,6.87331,-75.4212,652.259,64680.3,-97266.2,-16710.5,149.122,99.1635,0.0000225168
2943,7,8.04266,-76.2114,654.541,64966.4,-95931.6,-15832.9,146.563,99.2549,0.0000221304
2944,0,9.21202,-77.0017,656.824,65252.5,-94596.9,-14955.4,144.022,99.3456,0.0000217467
2944,1,8.47676,-76.7573,651.002,63256.6,-93928.2,-15530.9,144.283,97.1681,0.0000217861
2944,2,7.7415,-76.513,645.18,61260.6,-93259.5,-16106.5,144.548,94.9512,0.0000218262
2944,3,8.09036,-76.7293,646.924,61987.2,-93359.5,-15717.3,144.313,95.8184,0.0000217907
2944,4,8.43923,-76.9457,648.668,62713.8,-93459.5,-15328.2,144.079,96.6808,0.0000217553
2944,5,9.73961,-76.8583,650.321,63452.5,-94118.6,-15617.7,144.727,97.5711,0.0000218531
2944,6,11.04,-76.7709,651.973,64191.2,-94777.7,-15907.2,145.371,98.4569,0.0000219504
2944,7,10.2815,-76.677,652.221,63818,-94291.8,-16149.7,144.57,97.8472,0.0000218295
2945,0,9.52307,-76.583,652.47,63444.8,-93805.9,-16392.3,143.77,97.238,0.0000217087
2945,1,10.0919,-76.9567,649.793,61925,-94361.9,-16327.6,145.218,95.2995,0.0000219274
2945,2,10.6607,-77.3305,647.117,60405.1,-94917.8,-16263,146.678,93.3451,0.0000221478
2945,3,10.7436,-76.3834,648.888,62043.3,-95680.6,-16545.8,147.453,95.6149,0.0000222648
2945,4,10.8266,-75.4363,650.659,63681.6,-96443.4,-16828.6,148.224,97.8724,0.0000223812
2945,5,12.0419,-76.2596,656.672,63637.5,-96408,-16122.4,146.813,96.9092,0.0000221682
2945,6,13.2572,-77.0828,662.685,63593.5,-96372.6,-15416.2,145.428,95.9634,0.000021959
2945,7,14.7166,-75.8717,659.153,61513.6,-97359.7,-16070.3,147.704,93.3222,0.0000223027
2946,0,16.176,-74.6606,655.621,59433.7,-98346.8,-16724.4,150.005,90.6525,0.0000226502
2946,1,15.73,-74.1493,654.447,59508.9,-98561.9,-16825.1,150.603,90.93,0.0000227405
2946,2,15.284,-73.638,653.273,59584.1,-98777.1,-16925.7,151.203,91.2085,0.0000228311
2946,3,15.6499,-74.9507,662.985,60440.5,-100436,-16033.2,151.49,91.1642,0.0000228744
2946,4,16.0158,-76.2635,672.697,61297,-102094,-15140.7,151.768,91.1212,0.0000229164
2946,5,15.7146,-75.7746,667.28,61117.1,-101233,-15842.5,151.71,91.5915,0.0000229076
2946,6,15.4134,-75.2856,661.863,60937.3,-100372,-16544.3,151.651,92.0694,0.0000228986
2946,7,15.5359,-76.7599,661.629,60412.9,-100503,-15449.5,151.902,91.3094,0.0000229365
2947,0,15.6583,-78.2341,661.396,59888.6,-100633,-14354.7,152.153,90.5488,0.0000229744
2947,1,16.2882,-77.8162,663.63,60600.5,-102586,-14835.6,154.583,91.3168,0.0000233414
2947,2,16.9181,-77.3983,665.863,61312.4,-104539,-15316.6,156.998,92.0796,0.000023706
2947,3,17.1706,-77.8461,664.632,60927.5,-103130,-15135.7,155.169,91.6711,0.0000234298
2947,4,17.423,-78.294,663.4,60542.6,-101721,-14954.7,153.333,91.2611,0.0000231527
2947,5,18.0328,-78.2266,664.505,60262.4,-102050,-14751.2,153.574,90.6877,0.000023189
2947,6,18.6425,-78.1591,665.609,59982.2,-102379,-14547.6,153.813,90.1162,0.0000232251
2947,7,19.4224,-78.5196,665.428,59850.1,-102345,-14676,153.803,89.9423,0.0000232236
2948,0,20.2023,-78.8801,665.246,59718,-102310,-14804.3,153.792,89.7683,0.000023222
2948,1,21.9138,-78.9756,667.08,59226.1,-103120,-15022.2,154.584,88.7841,0.0000233416
2948,2,23.6253,-79.071,668.914,58734.2,-103930,-15240,155.372,87.8053,0.0000234605
2948,3,23.5478,-79.0545,668.184,58264.7,-103450,-15083,154.823,87.1985,0.0000233776
2948,4,23.4702,-79.038,667.454,57795.2,-102971,-14926,154.274,86.5905,0.0000232947
2948,5,24.1172,-79.6102,671.982,59677.5,-103568,-14024,154.123,88.8082,0.0000232719
2948,6,24.7643,-80.1823,676.509,61559.8,-104165,-13122,153.974,90.9963,0.0000232494
2948,7,24.6191,-79.9971,668.054,59177,-103271,-13183.9,154.585,88.5811,0.0000233417
2949,0,24.474,-79.812,659.6,56794.2,-102378,-13245.8,155.212,86.104,0.0000234364
2949,1,23.5208,-80.591,666.585,56351,-103332,-13207.3,155.016,84.5368,0.0000234068
2949,2,22.5677,-81.3701,673.571,55907.8,-104285,-13168.9,154.824,83.0021,0.0000233778
2949,3,22.6709,-80.9772,670.858,57780.1,-104528,-13257.6,155.812,86.1285,0.0000235269
2949,4,22.7742,-80.5844,668.145,59652.3,-104770,-13346.4,156.807,89.2804,0.0000236772
2949,5,22.1801,-81.0234,668.78,58236.2,-105428,-13042.7,157.642,87.0783,0.0000238032
2949,6,21.586,-81.4624,669.414,56820.1,-106085,-12738.9,158.474,84.8803,0.000023929
2949,7,22.6897,-81.2812,671.159,56573.5,-107002,-12710.7,159.429,84.2922,0.0000240731
2950,0,23.7934,-81.1001,672.904,56326.8,-107919,-12682.6,160.378,83.7071,0.0000242164
2950,1,24.2706,-81.3298,677.699,57385.8,-108422,-12218.2,159.986,84.6774,0.0000241572
2950,2,24.7478,-81.5596,682.495,58444.8,-108925,-11753.8,159.599,85.634,0.0000240987
2950,3,24.7845,-81.0814,674.051,56946.2,-108011,-12581.2,160.241,84.4836,0.0000241957
2950,4,24.8212,-80.6033,665.608,55447.7,-107096,-13408.5,160.9,83.3039,0.0000242952
2950,5,26.0236,-80.6264,672.355,55941.2,-109285,-13111.2,162.54,83.2018,0.0000245428
2950,6,27.226,-80.6494,679.103,56434.6,-111473,-12813.9,164.147,83.1017,0.0000247855
2950,7,27.4399,-81.3341,679.332,58439,-110704,-12255,162.96,86.0241,0.0000246062
2951,0,27.6537,-82.0187,679.561,60443.3,-109935,-11696.1,161.773,88.9447,0.000024427
2951,1,28.5514,-81.7609,680.501,57916.4,-109719,-11824.6,161.232,85.1085,0.0000243454
2951,2,29.449,-81.5031,681.442,55389.5,-109503,-11953.1,160.693,81.2828,0.000024264
2951,3,30.9993,-80.4169,680.699,54016.8,-110718,-12673,162.654,79.3549,0.00002456
2951,4,32.5496,-79.3307,679.956,52644.1,-111934,-13392.9,164.619,77.4228,0.0000248568
2951,5,33.4289,-78.9918,682.939,52859,-112700,-13386.2,165.022,77.3992,0.0000249177
2951,6,34.3082,-78.6529,685.922,53073.8,-113467,-13379.5,165.422,77.3759,0.000024978
2951,7,33.351,-77.9318,682.068,53692.7,-112172,-13583,164.459,78.7204,0.0000248327
2952,0,32.3938,-77.2107,678.214,54311.6,-110878,-13786.5,163.486,80.0802,0.0000246857
2952,1,32.3812,-76.7624,677.515,54811.6,-111085,-13806.2,163.959,80.901,0.0000247572
2952,2,32.3687,-76.3141,676.815,55311.7,-111291,-13825.8,164.434,81.7236,0.0000248289
2952,3,32.3694,-76.4589,677.979,53408.1,-111869,-13529.3,165.004,78.7755,0.0000249149
2952,4,32.3701,-76.6037,679.142,51504.5,-112447,-13232.8,165.572,75.8376,0.0000250007
2952,5,31.5923,-76.534,681.012,52681.8,-112450,-13545.3,165.122,77.3581,0.0000249328
2952,6,30.8145,-76.4644,682.883,53859.2,-112454,-13857.9,164.675,78.8703,0.0000248652
2952,7,31.6056,-76.2266,684.416,54233.8,-113347,-13837.8,165.612,79.241,0.0000250067
2953,0,32.3967,-75.9888,685.95,54608.4,-114241,-13817.6,166.544,79.61,0.0000251475
2953,1,33.6273,-76.3202,693.86,54998.9,-115713,-13058.4,166.767,79.2651,0.0000251811
2953,2,34.858,-76.6516,701.77,55389.3,-117184,-12299.2,166.984,78.9281,0.0000252139
2953,3,34.841,-76.5214,694.293,52927.7,-116738,-12965.2,168.139,76.2324,0.0000253883
2953,4,34.824,-76.3911,686.817,50466.1,-116291,-13631.1,169.319,73.4782,0.0000255665
2953,5,35.6898,-76.0367,687.257,51644.9,-116044,-13612.1,168.85,75.1465,0.0000254957
2953,6,36.5556,-75.6822,687.696,52823.8,-115796,-13593,168.382,76.8127,0.000025425
2953,7,37.7291,-76.8835,691.815,53455.2,-116605,-12381.4,168.55,77.2681,0.0000254503
2954,0,38.9026,-78.0848,695.933,54086.6,-117415,-11169.9,168.716,77.7181,0.0000254753
2954,1,39.6332,-77.3044,698.095,53464.6,-119280,-11643.1,170.865,76.5864,0.0000257999
2954,2,40.3638,-76.524,700.257,52842.6,-121145,-12116.3,173.001,75.4617,0.0000261224
2954,3,39.5754,-77.2528,708.237,53827.5,-122796,-11488.6,173.383,76.0021,0.00002618
2954,4,38.787,-77.9816,716.217,54812.4,-124447,-10860.8,173.756,76.5304,0.0000262364
2954,5,39.1216,-77.5913,708.237,53204.5,-122684,-11808.6,173.225,75.1225,0.0000261562
2954,6,39.4562,-77.201,700.256,51596.7,-120921,-12756.4,172.682,73.6826,0.0000260742
2954,7,39.9974,-77.7338,704.409,49994.7,-122358,-12431.9,173.703,70.9739,0.0000262284
2955,0,40.5386,-78.2665,708.562,48392.8,-123794,-12107.4,174.712,68.2971,0.0000263808
2955,1,39.7289,-78.7075,712.831,49763.9,-124944,-12481.1,175.279,69.8116,0.0000264664
2955,2,38.9191,-79.1484,717.1,51135,-126094,-12854.8,175.839,71.3081,0.0000265509
2955,3,39.8383,-79.232,713.994,51413.1,-124835,-12960.8,174.84,72.0077,0.0000264001
2955,4,40.7575,-79.3157,710.888,51691.1,-123575,-13066.9,173.832,72.7135,0.000026248
2955,5,41.9789,-79.5015,711.279,51231.3,-123474,-13005.1,173.595,72.0271,0.0000262121
2955,6,43.2003,-79.6872,711.67,50771.5,-123373,-12943.2,173.358,71.3414,0.0000261763
2955,7,44.353,-79.2667,719.129,51084.4,-125132,-12938.1,174.005,71.0365,0.000026274
2956,0,45.5056,-78.8461,726.589,51397.4,-126891,-12933,174.639,70.7379,0.0000263698
2956,1,45.0741,-78.8132,725.388,52459.1,-126643,-12887.7,174.586,72.3187,0.0000263617
2956,2,44.6426,-78.7802,724.187,53520.9,-126394,-12842.3,174.533,73.9048,0.0000263537
2956,3,45.429,-79.875,730.334,54637.1,-126557,-11862.1,173.287,74.8111,0.0000261656
2956,4,46.2153,-80.9697,736.482,55753.3,-126721,-10881.9,172.062,75.7022,0.0000259807
2956,5,48.3819,-80.5037,733.974,55467.1,-127260,-10983,173.384,75.5709,0.0000261803
2956,6,50.5485,-80.0377,731.467,55180.9,-127799,-11084,174.715,75.4387,0.0000263813
2956,7,49.2404,-81.7485,732.655,52972.4,-128679,-10020.5,175.634,72.3019,0.00002652
2957,0,47.9324,-83.4594,733.844,50763.8,-129560,-8957,176.549,69.1752,0.0000266582
2957,1,48.6764,-82.9003,732.198,51212,-129533,-9745.19,176.911,69.9429,0.0000267127
2957,2,49.4204,-82.3413,730.552,51660.2,-129507,-10533.4,177.273,70.7139,0.0000267675
2957,3,50.8424,-82.3759,732.854,52635.6,-130712,-10433.2,178.36,71.8228,0.0000269316
2957,4,52.2644,-82.4105,735.156,53611,-131916,-10332.9,179.44,72.9247,0.0000270947
2957,5,52.1079,-82.3984,735.835,51819.1,-132363,-10240.9,179.881,70.4221,0.0000271612
2957,6,51.9514,-82.3862,736.515,50027.1,-132809,-10149,180.321,67.9241,0.0000272277
2957,7,50.9061,-82.4961,738.695,49986.7,-134045,-10153.3,181.462,67.669,0.0000274
2958,0,49.8608,-82.6059,740.874,49946.3,-135281,-10157.7,182.596,67.4153,0.0000275712
2958,1,49.5411,-82.9913,749.857,51929.3,-135800,-9888.81,181.101,69.2523,0.0000273454
2958,2,49.2214,-83.3768,758.839,53912.3,-136319,-9619.93,179.641,71.0457,0.000027125
2958,3,49.3127,-83.5026,752.603,50053.2,-137174,-9909.41,182.267,66.5067,0.0000275215
2958,4,49.404,-83.6283,746.367,46194.1,-138030,-10198.9,184.936,61.8919,0.0000279246
2958,5,48.4652,-83.9446,750.107,48334.3,-136883,-10146.8,182.485,64.4366,0.0000275544
2958,6,47.5265,-84.261,753.847,50474.6,-135736,-10094.6,180.058,66.956,0.0000271879
2958,7,47.6241,-85.9084,759.6,51671.7,-136792,-9429.25,180.084,68.0249,0.0000271919
2959,0,47.7216,-87.5558,765.353,52868.8,-137848,-8763.89,180.11,69.0777,0.0000271959
2959,1,48.816,-86.9008,763.386,52560.7,-137653,-9266.89,180.319,68.8521,0.0000272275
2959,2,49.9104,-86.2458,761.418,52252.6,-137459,-9769.9,180.53,68.6253,0.0000272593
2959,3,50.8581,-87.3847,770.967,53062.3,-139767,-8736.72,181.288,68.8256,0.0000273737
2959,4,51.8058,-88.5237,780.516,53872,-142075,-7703.55,182.028,69.021,0.0000274854
2959,5,51.9065,-87.2536,772.084,52011.8,-140962,-8625.77,182.573,67.3654,0.0000275678
2959,6,52.0071,-85.9835,763.652,50151.5,-139848,-9547.99,183.131,65.6733,0.0000276519
2959,7,52.9155,-86.5628,768.886,51912.4,-139584,-9504.92,181.54,67.5164,0.0000274118
2960,0,53.8239,-87.1421,774.12,53673.3,-139319,-9461.85,179.971,69.3346,0.0000271749
2960,1,54.5824,-86.3845,772.399,52496.1,-139816,-9731.8,181.015,67.965,0.0000273326
2960,2,55.341,-85.6268,770.678,51318.8,-140313,-10001.8,182.064,66.5892,0.0000274909
2960,3,54.7146,-85.2059,772.105,51201,-140699,-10002.4,182.228,66.3135,0.0000275156
2960,4,54.0881,-84.7849,773.533,51083.1,-141085,-10003.1,182.39,66.0387,0.0000275402
2960,5,54.2194,-84.2911,780.286,54116.2,-142092,-10031.3,182.103,69.3543,0.0000274968
2960,6,54.3506,-83.7973,787.039,57149.2,-143100,-10059.5,181.82,72.6129,0.0000274541
2960,7,55.2657,-82.6771,783.451,54463,-142939,-11018.9,182.448,69.5168,0.0000275489
2961,0,56.1808,-81.557,779.864,51776.8,-142778,-11978.3,183.081,66.3921,0.0000276445
2961,1,57.0132,-81.6196,781.012,51306.3,-144004,-12236.3,184.381,65.692,0.0000278408
2961,2,57.8457,-81.6822,782.16,50835.7,-145230,-12494.2,185.678,64.994,0.0000280366
2961,3,56.7726,-82.4539,789.976,52922.3,-146238,-11503.3,185.117,66.9922,0.0000279519
2961,4,55.6995,-83.2256,797.792,55008.8,-147246,-10512.3,184.567,68.9513,0.0000278688
2961,5,56.6649,-82.9532,793.735,54058,-146864,-11448.5,185.029,68.1059,0.0000279386
2961,6,57.6303,-82.6808,789.678,53107.2,-146482,-12384.7,185.496,67.2517,0.0000280091
2961,7,58.2904,-83.6913,792.806,52962.3,-146775,-11528.2,185.134,66.8036,0.0000279544
2962,0,58.9504,-84.7018,795.934,52817.5,-147068,-10671.6,184.774,66.3591,0.0000279001
2962,1,58.2848,-84.1669,796.625,53009.9,-148056,-11331.4,185.854,66.5431,0.0000280633
2962,2,57.6191,-83.632,797.317,53202.3,-149045,-11991.1,186.933,66.7267,0.0000282262
2962,3,58.4775,-83.7373,797.835,53932.8,-148733,-11949.2,186.421,67.5989,0.0000281487
2962,4,59.3359,-83.8427,798.354,54663.2,-148421,-11907.2,185.909,68.4699,0.0000280714
2962,5,58.907,-83.8285,798.132,53923.1,-147967,-11777.7,185.392,67.5616,0.0000279934
2962,6,58.4782,-83.8144,797.91,53183,-147514,-11648.1,184.875,66.6529,0.0000279154
2962,7,58.0966,-83.8637,801.503,51488.6,-148999,-11722,185.899,64.2401,0.00002807
2963,0,57.7151,-83.9129,805.095,49794.2,-150484,-11795.9,186.914,61.8488,0.0000282233
2963,1,56.5991,-84.9219,803.461,51826.9,-148693,-10950.1,185.065,64.5046,0.000027944
2963,2,55.4831,-85.9308,801.827,53859.7,-146901,-10104.4,183.208,67.1712,0.0000276637
2963,3,55.6897,-85.5968,801.573,52870.9,-147185,-10864.5,183.62,65.959,0.0000277259
2963,4,55.8962,-85.2627,801.318,51882.2,-147468,-11624.6,184.032,64.7461,0.0000277881
2963,5,56.1047,-85.3803,799.994,51490.4,-148361,-11337.3,185.453,64.3634,0.0000280026
2963,6,56.3131,-85.4979,798.671,51098.6,-149254,-11049.9,186.878,63.9795,0.0000282178
2963,7,55.2674,-86.3363,805.016,53172.2,-149840,-9818.53,186.133,66.0511,0.0000281053
2964,0,54.2217,-87.1748,811.362,55245.8,-150426,-8587.14,185.399,68.0902,0.0000279945
2964,1,54.637,-86.3679,807.887,55270.5,-150476,-8862.62,186.258,68.4137,0.0000281242
2964,2,55.0522,-85.561,804.412,55295.3,-150526,-9138.11,187.125,68.74,0.0000282551
2964,3,55.4821,-85.3828,802.172,54029.6,-149681,-8993.58,186.594,67.3542,0.000028175
2964,4,55.912,-85.2046,799.932,52764,-148836,-8849.05,186.061,65.9606,0.0000280944
2964,5,56.2405,-84.6649,804.272,53279.2,-150554,-8851.91,187.192,66.2452,0.0000282653
2964,6,56.5689,-84.1253,808.612,53794.4,-152271,-8854.77,188.312,66.5268,0.0000284343
2964,7,55.5205,-83.5936,807.05,54202.1,-151389,-9110.32,187.583,67.1608,0.0000283243
2965,0,54.4721,-83.0619,805.489,54609.9,-150507,-9365.87,186.852,67.7972,0.0000282139
2965,1,54.7579,-82.784,808.781,54842.7,-151078,-9850.78,186.797,67.809,0.0000282055
2965,2,55.0436,-82.5062,812.074,55075.5,-151648,-10335.7,186.742,67.8208,0.0000281973
2965,3,55.1624,-82.6914,809.866,53066.4,-152535,-10908.5,188.346,65.525,0.0000284395
2965,4,55.2812,-82.8767,807.657,51057.4,-153422,-11481.4,189.959,63.2167,0.0000286831
2965,5,53.501,-83.1722,804.725,50816.2,-151835,-11447.7,188.679,63.1473,0.0000284897
2965,6,51.7208,-83.4677,801.793,50575,-150247,-11414,187.389,63.0773,0.000028295
2965,7,51.8413,-84.576,801.694,49906.7,-150489,-11419.3,187.714,62.2515,0.000028344
2966,0,51.9618,-85.6843,801.594,49238.4,-150730,-11424.6,188.038,61.4256,0.000028393
2966,1,52.4168,-86.0788,810.281,52418.5,-152420,-10499,188.107,64.6917,0.0000284034
2966,2,52.8717,-86.4734,818.968,55598.6,-154110,-9573.33,188.175,67.8886,0.0000284137
2966,3,52.4126,-86.2862,815.062,53635.2,-153506,-9984.18,188.337,65.8051,0.0000284381
2966,4,51.9535,-86.0991,811.156,51671.9,-152903,-10395,188.5,63.7015,0.0000284628
2966,5,51.1661,-85.9086,809.067,51437.7,-151697,-10239.8,187.496,63.5766,0.0000283111
2966,6,50.3786,-85.7182,806.978,51203.5,-150490,-10084.6,186.486,63.451,0.0000281587
2966,7,50.5598,-85.4692,806.646,52142.3,-150564,-10084.5,186.654,64.6408,0.000028184
2967,0,50.7409,-85.2202,806.315,53081,-150637,-10084.4,186.822,65.8316,0.0000282094
2967,1,51.5612,-84.1864,805.5,52652,-150990,-10291.1,187.449,65.3657,0.0000283041
2967,2,52.3815,-83.1526,804.685,52223,-151343,-10497.9,188.078,64.8987,0.000028399
2967,3,51.5067,-83.0887,802.864,52061.1,-151173,-10400.6,188.292,64.8443,0.0000284313
2967,4,50.6318,-83.0248,801.044,51899.3,-151002,-10303.3,188.506,64.7896,0.0000284637
2967,5,50.251,-84.1481,801.661,51195.8,-150702,-9631.24,187.987,63.8621,0.0000283852
2967,6,49.8701,-85.2714,802.279,50492.2,-150402,-8959.21,187.468,62.936,0.0000283069
2967,7,48.9624,-85.0193,799.567,51205.9,-150262,-9817.56,187.93,64.0421,0.0000283766
2968,0,48.0547,-84.7672,796.854,51919.6,-150123,-10675.9,188.395,65.1557,0.0000284468
2968,1,46.9814,-85.0067,797.641,50941,-150330,-10901.9,188.468,63.8645,0.0000284579
2968,2,45.9081,-85.2462,798.429,49962.4,-150537,-11127.9,188.542,62.5759,0.0000284691
2968,3,43.9172,-85.7306,792.749,48882.2,-149369,-10745.1,188.419,61.6616,0.0000284504
2968,4,41.9263,-86.215,787.069,47802,-148200,-10362.3,188.293,60.7342,0.0000284315
2968,5,41.9711,-86.3953,787.877,48621.5,-148160,-10768,188.05,61.7121,0.0000283948
2968,6,42.0158,-86.5757,788.684,49441,-148121,-11173.7,187.808,62.6879,0.0000283582
2968,7,41.9646,-85.8634,789.131,49616.5,-149123,-11215.7,188.97,62.8749,0.0000285338
2969,0,41.9134,-85.1511,789.579,49792.1,-150124,-11257.7,190.132,63.0616,0.0000287091
2969,1,41.2936,-85.6141,794.809,50103.1,-150020,-10312.6,188.75,63.038,0.0000285005
2969,2,40.6738,-86.0771,800.039,50414.2,-149917,-9367.57,187.387,63.0146,0.0000282946
2969,3,40.7862,-85.6698,797.48,50971.4,-149193,-9962.31,187.08,63.9156,0.0000282483
2969,4,40.8987,-85.2626,794.921,51528.7,-148469,-10557.1,186.772,64.8224,0.0000282017
2969,5,41.2536,-85.0299,791.859,50643.1,-148923,-10518.8,188.068,63.9548,0.0000283975
2969,6,41.6085,-84.7973,788.796,49757.6,-149378,-10480.5,189.374,63.0804,0.0000285947
2969,7,41.3013,-84.948,788.144,48187.8,-148721,-10550.7,188.698,61.1408,0.0000284927
2970,0,40.994,-85.0987,787.491,46617.9,-148065,-10620.9,188.021,59.198,0.0000283904
2970,1,40.8237,-85.8006,792.772,48217.2,-148789,-9744.68,187.682,60.8211,0.0000283392
2970,2,40.6533,-86.5025,798.052,49816.5,-149513,-8868.43,187.347,62.4226,0.0000282886
2970,3,40.5647,-85.9262,791.009,48982.4,-149065,-9876.77,188.448,61.9239,0.0000284549
2970,4,40.476,-85.35,783.967,48148.2,-148616,-10885.1,189.57,61.4161,0.0000286242
2970,5,41.4853,-85.0662,781.633,47955.6,-147264,-10748.4,188.406,61.353,0.0000284485
2970,6,42.4945,-84.7823,779.3,47762.9,-145912,-10611.6,187.235,61.2895,0.0000282717
2970,7,42.8417,-84.9951,782.53,48850.8,-146302,-9836.92,186.961,62.4267,0.0000282303
2971,0,43.1888,-85.2079,785.76,49938.6,-146693,-9062.21,186.689,63.5545,0.0000281892
2971,1,43.6732,-85.0091,787.339,50647.9,-147238,-9215.6,187.007,64.328,0.0000282373
2971,2,44.1576,-84.8102,788.917,51357.3,-147783,-9368.99,187.324,65.0984,0.0000282852
2971,3,42.9039,-83.3353,782.81,50663.8,-146840,-10513.7,187.58,64.7204,0.0000283239
2971,4,41.6503,-81.8603,776.704,49970.3,-145897,-11658.5,187.841,64.3363,0.0000283632
2971,5,41.0159,-81.576,777.801,49330.6,-145093,-11573,186.542,63.4232,0.0000281671
2971,6,40.3815,-81.2918,778.898,48690.9,-144289,-11487.5,185.247,62.5126,0.0000279716
2971,7,40.174,-80.7555,772.979,47330.8,-144018,-11498.6,186.315,61.2316,0.0000281328
2972,0,39.9666,-80.2193,767.06,45970.6,-143746,-11509.7,187.399,59.9309,0.0000282965
2972,1,39.6235,-80.2648,768.239,47705.4,-144208,-11459.2,187.712,62.0971,0.0000283437
2972,2,39.2804,-80.3103,769.418,49440.2,-144669,-11408.7,188.024,64.2567,0.0000283908
2972,3,39.6098,-80.2458,768.544,48055.1,-144621,-11454.9,188.175,62.5274,0.0000284136
2972,4,39.9391,-80.1813,767.67,46670,-144572,-11501.2,188.326,60.7943,0.0000284365
2972,5,39.4152,-80.9735,771.38,48269.5,-145024,-10875.1,188.005,62.5755,0.000028388
2972,6,38.8912,-81.7656,775.09,49869,-145475,-10249.1,187.687,64.3397,0.00002834
2972,7,39.779,-81.3488,771.436,49050.9,-145718,-11086.4,188.892,63.5839,0.000028522
2973,0,40.6667,-80.932,767.781,48232.7,-145962,-11923.7,190.109,62.8209,0.0000287056
2973,1,39.789,-80.9919,765.617,47998.5,-144483,-12339.3,188.714,62.6926,0.000028495
2973,2,38.9114,-81.0518,763.453,47764.4,-143004,-12754.8,187.312,62.5636,0.0000282833
2973,3,39.0919,-81.4174,765.05,48198.7,-143488,-12384.5,187.553,63.0006,0.0000283197
2973,4,39.2724,-81.783,766.648,48632.9,-143972,-12014.3,187.794,63.4358,0.0000283561
2973,5,39.2715,-82.1815,766.108,47321.4,-144708,-11861.5,188.887,61.7686,0.0000285212
2973,6,39.2706,-82.5799,765.567,46009.9,-145444,-11708.7,189.983,60.0991,0.0000286866
2973,7,39.4734,-82.2482,762.534,45967.2,-145159,-12110.4,190.365,60.2822,0.0000287443
2974,0,39.6762,-81.9166,759.5,45924.5,-144875,-12512.1,190.75,60.4668,0.0000288024
2974,1,39.8907,-82.7575,765.105,46731.9,-144798,-11623.6,189.253,61.079,0.0000285763
2974,2,40.1053,-83.5984,770.709,47539.2,-144722,-10735.1,187.777,61.6824,0.0000283536
2974,3,39.9098,-82.894,764.861,46529.7,-143635,-10896.2,187.792,60.8341,0.0000283558
2974,4,39.7143,-82.1896,759.013,45520.1,-142548,-11057.3,187.807,59.9728,0.0000283581
2974,5,39.3694,-82.2416,756.256,45568,-141921,-10893.9,187.663,60.2547,0.0000283363
2974,6,39.0245,-82.2936,753.498,45615.8,-141293,-10730.4,187.517,60.5387,0.0000283142
2974,7,38.8098,-81.048,753.402,46514.1,-141080,-10883.4,187.257,61.7387,0.000028275
2975,0,38.5951,-79.8024,753.306,47412.3,-140866,-11036.3,186.997,62.939,0.0000282358
2975,1,38.7353,-79.7968,757.828,48905.7,-140535,-10437.8,185.444,64.534,0.0000280013
2975,2,38.8755,-79.7912,762.351,50399.1,-140203,-9839.41,183.909,66.1101,0.0000277695
2975,3,38.8321,-78.9029,752.599,47582,-139917,-10710.3,185.912,63.2235,0.0000280719
2975,4,38.7888,-78.0145,742.848,44764.9,-139631,-11581.1,187.967,60.2612,0.0000283822
2975,5,38.345,-77.9873,744.052,45775.9,-139830,-11727.4,187.931,61.5225,0.0000283767
2975,6,37.9012,-77.9602,745.257,46787,-140030,-11873.7,187.895,62.7797,0.0000283713
2975,7,39.5166,-78.3125,748.139,47044.3,-140809,-10959.8,188.212,62.8819,0.0000284193
