Devices,,,,,,,,,,
2000,,,,,,,,,,
,,AMTI-AP - Force,,,AMTI-AP - Moment,,,AMTI-AP - CoP,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
428,4,40.4632,-81.0363,686.877,46546,-119080,-11174.8,173.365,67.7646,0.0000261773
428,5,39.9748,-80.6094,687.742,47104.9,-119128,-11411.8,173.215,68.4921,0.0000261548
428,6,39.4865,-80.1825,688.607,47663.8,-119175,-11648.8,173.066,69.2177,0.0000261323
428,7,39.0607,-80.594,690.803,47134.2,-119082,-11576.2,172.382,68.231,0.0000260289
429,0,38.6349,-81.0056,692.999,46604.6,-118989,-11503.6,171.701,67.2506,0.0000259261
429,1,38.8346,-80.3355,691.274,46313.5,-118713,-11971.9,171.73,66.9973,0.0000259306
429,2,39.0343,-79.6654,689.549,46022.4,-118437,-12440.1,171.76,66.7427,0.000025935
429,3,37.8064,-79.3596,685.662,46684.4,-117155,-12465.1,170.864,68.0865,0.0000257997
429,4,36.5784,-79.0539,681.776,47346.4,-115873,-12490,169.958,69.4457,0.0000256629
429,5,36.8258,-79.0094,684.859,47898.4,-115562,-11854,168.738,69.9391,0.0000254787
429,6,37.0732,-78.9649,687.941,48450.4,-115250,-11218,167.529,70.4281,0.0000252962
429,7,37.4606,-79.2646,686.228,47534.9,-115455,-11443.8,168.245,69.2698,0.0000254043
430,0,37.848,-79.5644,684.515,46619.4,-115659,-11669.5,168.965,68.1057,0.000025513
430,1,36.5036,-80.1169,686.743,48149.1,-115232,-11580.3,167.795,70.1123,0.0000253364
430,2,35.1591,-80.6694,688.971,49678.8,-114805,-11491.1,166.633,72.1059,0.0000251608
430,3,34.7119,-80.1852,685.237,49328,-113393,-11543.3,165.48,71.9869,0.0000249868
430,4,34.2647,-79.701,681.503,48977.3,-111981,-11595.5,164.315,71.8666,0.0000248108
430,5,35.1746,-80.9927,685.36,49749.9,-113250,-10735.8,165.242,72.5894,0.0000249508
430,6,36.0845,-82.2844,689.218,50522.6,-114520,-9876.17,166.159,73.3043,0.0000250893
430,7,34.8329,-81.6375,684.34,49824.8,-114171,-10518.6,166.833,72.807,0.0000251911
431,0,33.5812,-80.9906,679.463,49126.9,-113822,-11161,167.517,72.3027,0.0000252944
431,1,34.4523,-78.9481,678.439,49815,-112997,-11997.8,166.554,73.426,0.000025149
431,2,35.3233,-76.9057,677.414,50503.2,-112172,-12834.6,165.588,74.5528,0.0000250031
431,3,36.1216,-76.9445,679.599,51902.2,-111686,-12657.4,164.341,76.3717,0.0000248148
431,4,36.9198,-76.9833,681.784,53301.2,-111201,-12480.1,163.102,78.179,0.0000246278
431,5,36.6513,-76.4919,680.479,51359.3,-111876,-12772.7,164.408,75.4752,0.000024825
431,6,36.3827,-76.0005,679.173,49417.4,-112552,-13065.4,165.719,72.7611,0.0000250229
431,7,35.489,-76.1214,677.436,49721.6,-111818,-12887.9,165.061,73.3968,0.0000249235
432,0,34.5953,-76.2423,675.698,50025.8,-111084,-12710.5,164.399,74.0358,0.0000248236
432,1,34.3124,-76.6086,676.53,50715.5,-110895,-12870.1,163.917,74.9641,0.0000247507
432,2,34.0295,-76.975,677.362,51405.1,-110705,-13029.7,163.435,75.8901,0.000024678
432,3,34.479,-77.2256,673.986,50793.9,-110425,-12643.5,163.839,75.3634,0.0000247391
432,4,34.9285,-77.4762,670.61,50182.7,-110146,-12257.3,164.248,74.8314,0.0000248007
432,5,35.7806,-78.8991,677.754,51801.6,-110172,-10500.9,162.555,76.4312,0.0000245451
432,6,36.6327,-80.322,684.899,53420.5,-110199,-8744.46,160.898,77.9976,0.0000242949
432,7,35.7424,-79.9578,680.49,53119,-109636,-10121,161.113,78.0599,0.0000243274
433,0,34.852,-79.5937,676.081,52817.6,-109073,-11497.6,161.331,78.1231,0.0000243602
433,1,35.1782,-79.3218,676.807,54114.8,-108938,-11567,160.959,79.956,0.0000243041
433,2,35.5044,-79.0499,677.534,55412,-108804,-11636.4,160.588,81.7849,0.0000242482
433,3,34.0391,-79.5693,676.323,53720.3,-108401,-11627.5,160.279,79.4298,0.0000242015
433,4,32.5737,-80.0888,675.113,52028.5,-107997,-11618.6,159.969,77.0663,0.0000241547
433,5,32.3307,-80.3687,674.375,52095.4,-107423,-11517.3,159.293,77.25,0.0000240526
433,6,32.0877,-80.6487,673.636,52162.3,-106849,-11415.9,158.615,77.434,0.0000239502
433,7,31.7227,-81.1468,673.932,53846.6,-106781,-11385.6,158.444,79.8992,0.0000239244
434,0,31.3577,-81.6449,674.228,55530.9,-106712,-11355.3,158.273,82.3623,0.0000238986
434,1,31.8935,-81.4922,674.688,55130.2,-106429,-10947.6,157.746,81.7122,0.000023819
434,2,32.4293,-81.3395,675.148,54729.5,-106147,-10540,157.22,81.063,0.0000237395
434,3,32.8777,-80.5416,674.248,54505.8,-105273,-11178.8,156.134,80.8394,0.0000235755
434,4,33.3261,-79.7438,673.349,54282.1,-104399,-11817.6,155.045,80.6151,0.0000234111
434,5,32.3928,-80.7381,671.045,55117.6,-103507,-12062,154.247,82.137,0.0000232907
434,6,31.4595,-81.7324,668.74,55953.1,-102614,-12306.4,153.444,83.6694,0.0000231694
434,7,31.8012,-81.0089,670.836,57130.5,-103436,-12400.3,154.189,85.163,0.000023282
435,0,32.143,-80.2853,672.932,58307.8,-104258,-12494.1,154.93,86.6474,0.0000233938
435,1,30.5584,-80.2756,671.163,58586.5,-102088,-13115.5,152.106,87.291,0.0000229674
435,2,28.9738,-80.2659,669.394,58865.2,-99918.7,-13736.8,149.267,87.938,0.0000225387
435,3,28.7129,-81.0703,666.221,57196,-100362,-13610.7,150.644,85.8514,0.0000227467
435,4,28.4519,-81.8747,663.047,55526.7,-100806,-13484.7,152.034,83.7448,0.0000229566
435,5,28.1551,-82.4106,663.379,57313.4,-100523,-13364.6,151.531,86.3962,0.0000228806
435,6,27.8582,-82.9465,663.71,59100,-100239,-13244.5,151.028,89.0449,0.0000228047
435,7,27.6712,-82.0777,665.087,58735.8,-100451,-13668.4,151.034,88.313,0.0000228056
436,0,27.4842,-81.2089,666.463,58371.5,-100663,-14092.3,151.04,87.584,0.0000228065
436,1,27.1304,-81.7688,668.507,58319.1,-100453,-13207.1,150.264,87.2377,0.0000226893
436,2,26.7765,-82.3286,670.552,58266.6,-100243,-12321.8,149.493,86.8936,0.0000225728
436,3,25.4368,-81.7672,663.749,58043.7,-99733.2,-13409.8,150.258,87.4483,0.0000226883
436,4,24.097,-81.2057,656.945,57820.7,-99223.8,-14497.8,151.038,88.0145,0.0000228061
436,5,23.4109,-81.8174,662.327,58958.9,-99279.4,-13938.9,149.895,89.0178,0.0000226335
436,6,22.7247,-82.429,667.708,60097.1,-99334.8,-13380,148.77,90.005,0.0000224636
436,7,21.2509,-81.7132,667.69,59807.5,-99171.2,-14273,148.529,89.5738,0.0000224272
437,0,19.7771,-80.9973,667.671,59517.9,-99007.5,-15165.9,148.288,89.1425,0.0000223909
437,1,18.2525,-81.0464,661.533,57894.2,-98916.4,-15262.2,149.526,87.5153,0.0000225778
437,2,16.7279,-81.0956,655.395,56270.6,-98825.3,-15358.5,150.787,85.8575,0.0000227683
437,3,16.8072,-81.1946,658.016,57554.7,-99519.2,-15051.8,151.242,87.4671,0.0000228368
437,4,16.8864,-81.2937,660.636,58838.9,-100213,-14745,151.692,89.064,0.0000229049
437,5,17.2137,-80.7682,658.669,60029.1,-97933.6,-15238.8,148.684,91.1369,0.0000224507
437,6,17.5409,-80.2426,656.703,61219.3,-95654,-15732.5,145.658,93.2222,0.0000219937
437,7,17.844,-80.3933,660.022,61468,-95780.3,-15049.2,145.117,93.1303,0.000021912
438,0,18.1472,-80.5439,663.341,61716.7,-95906.7,-14365.8,144.581,93.0392,0.0000218312
438,1,17.4484,-79.9427,663.74,62083.3,-95761,-14998.4,144.275,93.5356,0.0000217849
438,2,16.7497,-79.3414,664.139,62449.8,-95615.4,-15630.9,143.969,94.0313,0.0000217387
438,3,17.9492,-79.3939,662.826,62163.2,-95108.5,-15063.1,143.489,93.7851,0.0000216663
438,4,19.1487,-79.4464,661.514,61876.7,-94601.7,-14495.2,143.008,93.5379,0.0000215936
438,5,18.5102,-78.466,657.073,62533.2,-93392.4,-14725.1,142.134,95.1694,0.0000214617
438,6,17.8717,-77.4856,652.631,63189.7,-92183.2,-14955,141.249,96.823,0.0000213279
438,7,17.4067,-76.5458,650.691,61953.4,-92293.5,-15744.3,141.839,95.2118,0.0000214171
439,0,16.9417,-75.606,648.75,60717.1,-92403.8,-16533.5,142.434,93.591,0.0000215069
439,1,16.6936,-75.5058,648.173,61103.8,-92106.5,-16487.5,142.102,94.2708,0.0000214568
439,2,16.4454,-75.4055,647.596,61490.4,-91809.1,-16441.6,141.769,94.9518,0.0000214065
439,3,14.8328,-75.9073,647.302,62112.5,-91148.5,-16541.3,140.813,95.956,0.0000212622
439,4,13.2202,-76.409,647.008,62734.7,-90488,-16641.1,139.856,96.9612,0.0000211177
439,5,12.7604,-76.7969,642.956,61783.3,-90356.7,-16538.3,140.533,96.0925,0.0000212199
439,6,12.3006,-77.1847,638.905,60831.9,-90225.5,-16435.6,141.219,95.2128,0.0000213235
439,7,12.3644,-77.4285,642.064,61354.5,-90323,-16147.4,140.676,95.5583,0.0000212415
440,0,12.4282,-77.6723,645.223,61877.2,-90420.5,-15859.2,140.138,95.9005,0.0000211603
440,1,12.4295,-78.6334,647.981,62033.6,-90572.6,-15655.4,139.777,95.7335,0.0000211057
440,2,12.4308,-79.5944,650.74,62189.9,-90724.6,-15451.6,139.418,95.568,0.0000210515
440,3,11.6084,-80.1365,647.17,63375.4,-89949.5,-15644.8,138.989,97.9269,0.0000209868
440,4,10.786,-80.6785,643.6,64560.8,-89174.4,-15837.9,138.556,100.312,0.0000209213
440,5,10.677,-80.8957,644.968,64080.7,-89316.2,-15625.7,138.482,99.3549,0.0000209101
440,6,10.568,-81.1129,646.337,63600.6,-89458,-15413.5,138.408,98.4016,0.000020899
440,7,10.7832,-81.9023,650.21,63446.4,-90485.5,-14850.9,139.163,97.5784,0.0000210131
441,0,10.9984,-82.6917,654.083,63292.3,-91512.9,-14288.2,139.91,96.7649,0.0000211259
441,1,10.1622,-82.2263,650.084,63647.9,-90603.4,-14797.8,139.372,97.9071,0.0000210446
441,2,9.3259,-81.761,646.085,64003.4,-89693.8,-15307.3,138.827,99.0635,0.0000209622
441,3,10.6333,-81.0289,644.529,63758.3,-89064.2,-16047.2,138.185,98.9224,0.0000208653
441,4,11.9407,-80.2969,642.973,63513.3,-88434.5,-16787.2,137.54,98.7806,0.000020768
441,5,11.7466,-80.6637,642.302,63201.7,-88742.6,-16664.5,138.163,98.3987,0.0000208621
441,6,11.5526,-81.0306,641.631,62890.1,-89050.6,-16541.8,138.788,98.0159,0.0000209564
441,7,12.0113,-81.5435,641.7,62472.2,-88371.7,-16245.4,137.715,97.3543,0.0000207944
442,0,12.4701,-82.0564,641.768,62054.3,-87692.9,-15949,136.643,96.6927,0.0000206325
442,1,13.4324,-81.824,643.298,63315,-87836.7,-15987.8,136.541,98.4225,0.0000206172
442,2,14.3948,-81.5915,644.828,64575.7,-87980.5,-16026.7,136.44,100.144,0.0000206019
442,3,14.7215,-81.3516,643.25,65881.1,-87385.6,-15745.6,135.85,102.419,0.0000205128
442,4,15.0481,-81.1116,641.672,67186.6,-86790.6,-15464.5,135.257,104.706,0.0000204232
442,5,14.0185,-80.8432,646.402,66317.1,-87367.9,-15574.3,135.16,102.594,0.0000204086
442,6,12.9889,-80.5747,651.132,65447.5,-87945.2,-15684.1,135.065,100.513,0.0000203943
442,7,12.8786,-81.1057,646.126,65126.5,-87147.2,-15524.7,134.876,100.795,0.0000203658
443,0,12.7683,-81.6368,641.12,64805.5,-86349.2,-15365.2,134.685,101.082,0.0000203369
443,1,12.1068,-81.7833,641.296,64646.3,-86880.8,-15314.3,135.477,100.806,0.0000204564
443,2,11.4452,-81.9297,641.473,64487.2,-87412.5,-15263.3,136.268,100.53,0.000020576
443,3,11.9644,-81.941,641.531,65404,-86229.7,-15197.2,134.412,101.95,0.0000202957
443,4,12.4835,-81.9523,641.59,66320.8,-85046.8,-15131.1,132.556,103.369,0.0000200154
443,5,12.295,-81.8641,642.352,65442.8,-85449.3,-15177.1,133.026,101.88,0.0000200863
443,6,12.1064,-81.7758,643.114,64564.9,-85851.8,-15223.1,133.494,100.394,0.000020157
443,7,11.3246,-83.128,644.739,66406.8,-85775.8,-14598.9,133.039,102.998,0.0000200884
444,0,10.5428,-84.4801,646.365,68248.8,-85699.7,-13974.7,132.587,105.589,0.0000200201
444,1,10.3583,-83.0939,643.4,67759,-84826.6,-15245.2,131.841,105.314,0.0000199075
444,2,10.1737,-81.7078,640.435,67269.2,-83953.4,-16515.7,131.088,105.037,0.0000197938
444,3,9.41543,-82.3177,640.831,66808.8,-84080.2,-16463.4,131.205,104.253,0.0000198114
444,4,8.65711,-82.9276,641.226,66348.5,-84207,-16411.1,131.322,103.471,0.000019829
444,5,8.02977,-83.3959,643.288,66439.9,-84454.6,-15726.2,131.286,103.282,0.0000198236
444,6,7.40243,-83.8641,645.349,66531.4,-84702.2,-15041.4,131.25,103.094,0.0000198182
444,7,7.03391,-83.1133,641.547,67961.3,-83829.9,-15645,130.668,105.934,0.0000197304
445,0,6.66539,-82.3624,637.744,69391.2,-82957.7,-16248.6,130.08,108.807,0.0000196415
445,1,6.40764,-83.0831,645.456,70508,-83097.6,-15437.4,128.742,109.237,0.0000194396
445,2,6.14988,-83.8039,653.168,71624.7,-83237.4,-14626.1,127.437,109.657,0.0000192424
445,3,6.64452,-82.7431,644.109,69408.4,-82966.2,-15455.6,128.808,107.759,0.0000194494
445,4,7.13916,-81.6824,635.05,67192.1,-82694.9,-16285.2,130.218,105.806,0.0000196624
445,5,6.71839,-82.2834,635.674,66906.6,-83323.8,-15880,131.08,105.253,0.0000197925
445,6,6.29762,-82.8845,636.298,66621,-83952.7,-15474.7,131.939,104.701,0.0000199223
445,7,7.37343,-82.0518,637.445,67415.5,-83614,-15606,131.171,105.759,0.0000198062
446,0,8.44924,-81.2191,638.593,68210,-83275.3,-15737.3,130.404,106.813,0.0000196905
446,1,8.41461,-80.6701,639.294,68245.2,-83452.7,-16045.5,130.539,106.751,0.0000197108
446,2,8.37998,-80.1211,639.995,68280.4,-83630.2,-16353.6,130.673,106.689,0.0000197311
446,3,9.31363,-80.6735,638.535,69152,-83119,-16363.8,130.171,108.298,0.0000196553
446,4,10.2473,-81.226,637.075,70023.5,-82607.8,-16374,129.667,109.914,0.0000195792
446,5,10.0693,-81.5272,638.189,68408.7,-83418.1,-16085.9,130.711,107.192,0.0000197368
446,6,9.89128,-81.8284,639.303,66793.9,-84228.4,-15797.8,131.75,104.479,0.0000198938
446,7,9.59563,-81.7661,639.356,67954.9,-83858,-15923.8,131.16,106.286,0.0000198046
447,0,9.29998,-81.7038,639.41,69115.8,-83487.7,-16049.7,130.57,108.093,0.0000197155
447,1,9.93849,-82.9442,642.474,69319.9,-83148.3,-15239.5,129.419,107.895,0.0000195417
447,2,10.577,-84.1846,645.537,69523.9,-82808.9,-14429.3,128.279,107.699,0.0000193696
447,3,11.7109,-84.3201,642.297,68593.4,-83184.3,-14588.3,129.511,106.794,0.0000195556
447,4,12.8448,-84.4556,639.057,67662.9,-83559.8,-14747.2,130.755,105.879,0.0000197434
447,5,12.7089,-86.4274,643.166,67351.4,-84662.8,-13881.1,131.634,104.718,0.0000198762
447,6,12.573,-88.3992,647.276,67039.8,-85765.8,-13015,132.503,103.572,0.0000200073
447,7,12.6448,-87.3696,641.994,67864.1,-83836.4,-13918.2,130.588,105.708,0.0000197182
448,0,12.7165,-86.34,636.712,68688.4,-81907.1,-14821.4,128.641,107.88,0.0000194242
448,1,13.2724,-86.6804,637.897,68641.1,-82170.7,-14727.2,128.815,107.605,0.0000194505
448,2,13.8284,-87.0208,639.082,68593.7,-82434.3,-14633,128.989,107.332,0.0000194767
448,3,13.2574,-87.8123,639.986,68748.3,-82042.4,-14365.6,128.194,107.421,0.0000193568
448,4,12.6864,-88.6039,640.891,68902.9,-81650.5,-14098.3,127.402,107.511,0.0000192371
448,5,12.4956,-88.857,637.888,68729.7,-81511.4,-13906.7,127.783,107.746,0.0000192947
448,6,12.3048,-89.11,634.885,68556.5,-81372.3,-13715.1,128.169,107.982,0.0000193529
448,7,12.6734,-89.5509,637.588,68379.3,-81371.8,-13738.5,127.624,107.247,0.0000192707
449,0,13.042,-89.9918,640.291,68202.2,-81371.2,-13761.8,127.085,106.517,0.0000191892
449,1,13.4757,-90.0224,645.618,68627.5,-82248.1,-13173.7,127.394,106.297,0.000019236
449,2,13.9094,-90.0529,650.944,69052.9,-83124.9,-12585.7,127.699,106.081,0.000019282
449,3,13.1788,-88.1469,649.222,70532.6,-81873,-13537.8,126.109,108.642,0.000019042
449,4,12.4483,-86.2409,647.501,72012.3,-80621,-14490,124.511,111.216,0.0000188007
449,5,12.1043,-86.0781,643.028,71563.6,-80717,-14743.4,125.526,111.292,0.0000189539
449,6,11.7603,-85.9154,638.555,71114.9,-80812.9,-14996.8,126.556,111.368,0.0000191094
449,7,11.7863,-84.5029,642.171,71656,-81055.3,-15376.5,126.221,111.584,0.0000190588
450,0,11.8123,-83.0905,645.786,72197.1,-81297.7,-15756.2,125.889,111.797,0.0000190088
450,1,11.4945,-82.5735,643.298,71654.8,-80078.3,-16531.1,124.481,111.387,0.0000187961
450,2,11.1767,-82.0566,640.81,71112.5,-78859,-17305.9,123.061,110.973,0.0000185818
450,3,11.7842,-82.5675,639.906,70189,-79547,-17148.2,124.31,109.686,0.0000187704
450,4,12.3917,-83.0783,639.002,69265.4,-80235,-16990.5,125.563,108.396,0.0000189595
450,5,11.9672,-83.5357,639.867,70389,-80507.2,-16957.6,125.819,110.006,0.0000189981
450,6,11.5427,-83.9931,640.732,71512.5,-80779.4,-16924.8,126.074,111.611,0.0000190366
450,7,12.5747,-83.9413,644.595,72128.4,-81055.1,-16836.9,125.746,111.897,0.0000189871
451,0,13.6067,-83.8895,648.458,72744.3,-81330.9,-16748.9,125.422,112.18,0.0000189382
451,1,13.5105,-84.7514,650.855,72432.1,-81980,-15599.6,125.957,111.288,0.000019019
451,2,13.4143,-85.6132,653.251,72119.9,-82629.1,-14450.2,126.489,110.401,0.0000190993
451,3,12.6493,-85.6889,649.426,71372.6,-82840.9,-14873.4,127.56,109.901,0.0000192611
451,4,11.8844,-85.7646,645.6,70625.4,-83052.7,-15296.5,128.644,109.395,0.0000194247
451,5,12.6816,-85.6986,643.806,70450.3,-82505.6,-15037.8,128.153,109.428,0.0000193505
451,6,13.4788,-85.6326,642.012,70275.2,-81958.5,-14779.1,127.659,109.461,0.0000192759
451,7,11.5259,-85.4234,645.507,70481.7,-82253.8,-15222.4,127.425,109.188,0.0000192407
452,0,9.57292,-85.2141,649.001,70688.1,-82549.1,-15665.7,127.194,108.918,0.0000192058
452,1,9.95921,-85.5179,648.846,70221.8,-82953.4,-15400.2,127.848,108.226,0.0000193045
452,2,10.3455,-85.8217,648.691,69755.4,-83357.7,-15134.6,128.502,107.533,0.0000194032
452,3,9.83401,-86.4192,648.914,70495.4,-83879.7,-14609.8,129.262,108.636,0.000019518
452,4,9.32251,-87.0168,649.138,71235.4,-84401.7,-14085,130.021,109.738,0.0000196326
452,5,9.9832,-86.5187,649.596,71924.7,-82961.7,-14708.5,127.713,110.722,0.0000192841
452,6,10.6439,-86.0206,650.055,72614.1,-81521.8,-15331.9,125.408,111.705,0.000018936
452,7,10.9112,-85.8259,653.347,72846.9,-82069.6,-14782.3,125.614,111.498,0.0000189672
453,0,11.1784,-85.6312,656.64,73079.8,-82617.4,-14232.7,125.819,111.294,0.0000189981
453,1,10.7374,-85.6007,654.475,73147.6,-82042.7,-14872.8,125.356,111.765,0.0000189283
453,2,10.2964,-85.5701,652.311,73215.5,-81467.9,-15512.8,124.891,112.24,0.000018858
453,3,11.3895,-85.3324,653.486,72877.5,-81955.1,-15848.3,125.412,111.521,0.0000189367
453,4,12.4826,-85.0946,654.66,72539.6,-82442.3,-16183.8,125.931,110.805,0.0000190151
453,5,12.1004,-85.2693,662.656,75946.1,-83730.5,-15771.7,126.356,114.609,0.0000190792
453,6,11.7181,-85.444,670.651,79352.6,-85018.8,-15359.6,126.771,118.322,0.0000191418
453,7,11.7031,-86.1829,659.143,75508.3,-83158.6,-15860,126.162,114.555,0.0000190499
454,0,11.6882,-86.9219,647.636,71664,-81298.3,-16360.5,125.531,110.655,0.0000189546
454,1,12.2566,-87.6915,648.449,73572.6,-80466.2,-15461.1,124.09,113.459,0.0000187371
454,2,12.8251,-88.4611,649.263,75481.3,-79634.1,-14561.7,122.653,116.257,0.0000185201
454,3,12.1662,-88.5126,654.834,75125.2,-80907.5,-14712.1,123.554,114.724,0.0000186562
454,4,11.5074,-88.5641,660.405,74769.2,-82180.9,-14862.6,124.44,113.217,0.0000187899
454,5,11.4365,-88.0985,652.719,73337.2,-80737.5,-15375.1,123.694,112.356,0.0000186773
454,6,11.3657,-87.6329,645.034,71905.3,-79294.1,-15887.7,122.93,111.475,0.000018562
454,7,10.7284,-88.3724,647.328,72258.6,-80022.3,-15180.9,123.619,111.626,0.000018666
455,0,10.0911,-89.1119,649.621,72611.9,-80750.4,-14474.1,124.304,111.776,0.0000187694
455,1,10.3532,-88.3368,651.905,73501.9,-81293,-15168.2,124.701,112.749,0.0000188293
455,2,10.6154,-87.5618,654.189,74391.9,-81835.6,-15862.3,125.095,113.716,0.0000188888
455,3,11.0472,-87.6169,656.362,75383.7,-81845.2,-15412.7,124.695,114.851,0.0000188284
455,4,11.4791,-87.6721,658.536,76375.5,-81854.7,-14963.1,124.298,115.978,0.0000187685
455,5,12.1047,-87.6806,657.281,76480.7,-81410.3,-14710.9,123.859,116.359,0.0000187022
455,6,12.7304,-87.6891,656.025,76585.8,-80965.8,-14458.7,123.419,116.742,0.0000186357
455,7,12.8984,-86.6578,653.901,74809.1,-81992.1,-15367,125.389,114.404,0.0000189332
456,0,13.0665,-85.6265,651.777,73032.4,-83018.5,-16275.2,127.373,112.051,0.0000192327
456,1,11.603,-85.5335,653.304,73612.1,-83049.6,-16217.5,127.123,112.677,0.000019195
456,2,10.1396,-85.4406,654.83,74191.9,-83080.8,-16159.7,126.874,113.299,0.0000191574
456,3,10.454,-85.1814,655.824,74071.9,-82695.5,-16236.6,126.094,112.945,0.0000190397
456,4,10.7684,-84.9223,656.818,73952,-82310.1,-16313.5,125.316,112.591,0.0000189223
456,5,11.3778,-84.4466,653.29,72961.6,-82367.9,-16291.6,126.082,111.683,0.0000190378
456,6,11.9872,-83.9708,649.762,71971.2,-82425.7,-16269.8,126.855,110.766,0.0000191546
456,7,12.6132,-83.6092,648.692,71322.2,-82811.6,-16571.8,127.659,109.948,0.000019276
457,0,13.2391,-83.2476,647.623,70673.3,-83197.4,-16873.8,128.466,109.127,0.0000193978
457,1,13.3226,-83.039,650.136,72380,-82656.8,-16823.1,127.138,111.331,0.0000191973
457,2,13.4061,-82.8305,652.648,74086.6,-82116.3,-16772.4,125.82,113.517,0.0000189983
457,3,14.5807,-83.4932,651.639,74150,-81908.5,-16419.8,125.696,113.79,0.0000189796
457,4,15.7554,-84.156,650.63,74213.4,-81700.7,-16067.2,125.572,114.064,0.0000189608
457,5,15.8877,-85.3346,653.366,73019.8,-82550.5,-15306.5,126.346,111.759,0.0000190778
457,6,16.02,-86.5132,656.103,71826.2,-83400.2,-14545.8,127.115,109.474,0.0000191938
457,7,15.8659,-87.4793,651.728,72279.4,-82574.8,-14264.6,126.701,110.904,0.0000191313
458,0,15.7119,-88.4454,647.354,72732.6,-81749.3,-13983.4,126.282,112.354,0.0000190681
458,1,15.4133,-88.1381,650.116,73384.7,-80815.2,-14591,124.309,112.879,0.0000187701
458,2,15.1147,-87.8307,652.878,74036.7,-79881,-15198.6,122.352,113.401,0.0000184747
458,3,16.4303,-87.9859,652.208,74016.8,-79487.1,-14898.8,121.874,113.487,0.0000184025
458,4,17.7459,-88.1411,651.538,73997,-79093.3,-14599,121.395,113.573,0.0000183301
458,5,16.8268,-87.8622,649.604,73353.7,-79725,-15042.7,122.729,112.921,0.0000185315
